A0A024A2C9,P08603
A0A024A2C9,P04004
A0A024R8L2,P48051
A0A024R8L2,Q9P286
A0A024R8L2,Q6IA69
A0A024RC47,P04271
A0A024RC47,P31749
A0A024RCP2,P10809
A0A024RCP2,O75460
A0A061IBI8,P28335
A0A087WVE9,P20618
A0A087WVE9,O75716
A0A087WZY1,Q9UHF0
A0A087WZY1,P23560
A0A0A0MR05,P22607
A0A0A0MR05,Q14957
A0A0A0MR05,P06396
A0A0A0MR05,P28329
A0A0A0MR05,P99999
A0A0A0MR80,P13196
A0A0C3SFZ9,P68400
A0A0C3SFZ9,Q96C24
A0A0C3SFZ9,P01137
A0A0C4DFM3,P42858
A0A0C4DFM3,P23560
A0A0C4DFM3,P31749
A0A0C4DFM3,P10809
A0A0C4DFM3,P07900
A0A0C4DFM3,P04406
A0A0C4DFM3,P02766
A0A0C4DFT7,Q14145
A0A0C4DFT8,P68400
A0A0C4DGF1,P51451
A0A0C4DGF1,Q13554
A0A0C4DGF1,P20618
A0A0C4DGV4,P06396
A0A0C4DGV4,Q14957
A0A0C4DGV4,P22607
A0A0C4DGV4,O15392
A0A0C4DH22,P42858
A0A0S2Z3P2,Q13557
A0A0S2Z4A7,O14964
A0A0S2Z4M1,P14923
A0A0S2Z4U3,Q9BQB6
A0A0S2Z4U3,P63252
A0A0S2Z4Y0,P12814
A0A0S2Z4Z6,P49760
A0A0S2Z5F2,Q14749
A0A140G945,P08865
A0A140G945,P48443
A0A140G945,Q15759
A0A140G945,P42858
A0A142I5B9,Q99653
A0A1B0GWI1,O14964
A0A1B0GWI1,Q92569
A0A1P0AYU5,P42858
A0A1P0AYU5,Q15125
A0A1P0AYU5,Q9NY72
A0A1U9X8X8,O14964
A0A1U9X8X8,P62166
A0A286YFD7,P00338
A0A2R4KP93,P27487
A0A384DVV8,P42858
A0A384KL23,Q04206
A0A384L2L7,Q04206
A0A384NQ31,P28482
A0A6I8PIU0,P54219
A0AV96,Q9UQM7
A0AVG3,Q15125
A0AVG3,Q9GZR5
A0AVG3,Q9NYP7
A0AVI4-2,P02766
A0AVK6,P07550
A0AVK6,P37840
A0AVK6,P06396
A0AVK6,P42858
A0AVK6,Q14957
A0AVK6,P22607
A0AVL1,P05067
A0JLT2-2,P17252
A0JLT2-2,P62993
A0MPS7,P06400
A0MZ66,P62508
A0MZ66-4,P62508
A0MZ66-7,O75936
A0PK00,P21964
A0PK00,Q9NY72
A0PK00,P48051
A0PK00,P54219
A0PK00,Q05329
A0PK00,P43003
A0PK00,Q15125
A0PK00,P38484
A0PK05,P11836
A1A4E9,O95363
A1A4E9,P20618
A1A4E9,P35908
A1A4E9,P49721
A1A4E9,P02538
A1A4E9,P05787
A1A580,Q9UQM7
A1A5D9,Q00537
A1E959,O14964
A1KXE4-2,Q9H6Z9
A1KXE4-2,P22607
A1KXE4-2,P21549
A1KXE4-2,Q9UQM7
A1L162,P42858
A1L190,Q16512
A1L190,P42858
A1L1C6,P16083
A1L378,P42858
A1L3X0,P23763
A1L4K1,O14964
A1L4K1,P29972
A1L4K1,P56524
A1L4K1,O95363
A2A2V5,P48051
A2A3K4,P28482
A2ABF9,O60568
A2AGH6,P37173
A2AM67,P11274
A2BDD9,P08779
A2BDD9,P02533
A2BDD9,P29972
A2RRE8,P42858
A2RRH5,P08243
A2RRN7,Q9UQB9
A2RRN7,P56524
A2RU14,P38484
A2RU14,Q9GZR5
A2RU14,P34981
A2RU14,Q9NXB9
A2RU14,Q15125
A2RU14,P54219
A2RU14,P48051
A2RU14,P12004
A2RU48,P45984
A2RU56,P37840
A2RU56,P42858
A4D1B5,P05067
A4D1P6,P42858
A4FUJ8,P29474
A4FUJ8,P00441
A4FUJ8,P37840
A4FUJ8,P01023
A4FUJ8,P05067
A4FUJ8,P42858
A5D8V6,O75340
A5D8V6,Q96AE4
A5D8V6,Q9UBV8
A5D8V6,P62993
A5D8V6,O14964
A5D8V7,P22607
A5D8V7,P06396
A5D8W4,P01106
A5D903,Q7Z5B4
A5D903,Q9UHF0
A5LHX3,O14964
A5PKU2,Q9NY72
A5PKU2,P38484
A5PKU2,P26951
A5PKU2,Q15125
A5PKU2,P51679
A5PKU2,P35372
A5PKU2,Q9GZR5
A5PKX9,O14832
A5X5Y0,A5X5Y0-1
A5X5Y0,A5X5Y0-3
A5X5Y0,P46098
A5X5Y0-1,P46098
A5X5Y0-1,A5X5Y0
A5X5Y0-3,A5X5Y0
A6ND36,P48729
A6NDP7,P21964
A6NEM1,O14964
A6NEM1,P01024
A6NEM1,P04264
A6NEM1,Q16595
A6NEM1,P56524
A6NEM1,Q16512
A6NEM1,P29597
A6NGQ2,P09917
A6NJ78-4,Q9UBV8
A6NJB7-2,O75340
A6NLX3,P61024
A6XGL0,P28062
A7E2Y1-2,Q16134
A7GBG3,P63027
A7KAX9,P06241
A7MCY6,Q9UHD2
A7MCY6,Q14164
A7MD48,P49759
A8K0U2,P22607
A8K0U2,P06396
A8K0Z3,Q14457
A8K3Q9,P42858
A8K878,P37840
A8K878,P42858
A8KA83,P05090
A8KA83,Q06432
A8MQ03,P10809
A8MQ03,O75716
A8MQ03,Q13698
A8MQ03,P07947
A8MQ03,Q92911
A8MQ03,Q92570
A8MQ03,P16860
A8MQ03,P29597
A8MQ03,P04070
A8MQ03,P23141
A8MQ03,Q16512
A8MQ03,O60896
A8MQ03,P06850
A8MQ03,Q9NPH2
A8MQ03,P04196
A8MQ03,Q9UP95
A8MQ03,Q92731
A8MQ03,P48039
A8MQ03,P41222
A8MQ03,Q07912
A8MQ03,Q9Y3R4
A8MQ03,P23786
A8MQ03,P31213
A8MQ03,P01137
A8MQ03,O95363
A8MQ03,P21549
A8MQ03,P01308
A8MQ03,P43220
A8MQ03,P09211
A8MQ03,P05362
A8MQ03,P29972
A8MTA8-2,P06239
A8MTA8-2,Q92569
A8MTQ0,P41238
A8MTQ0,P0C264
A8MUP2,O75716
A8MV65-2,O14964
A8MV81,Q05329
A8MV81,O95363
A8MW99,P62993
A8MXD5,P13196
A8MZ59,P02787
A8MZ59,P30536
A8MZ59,P11836
A8T7D5,P16234
A9UGY9,Q14145
A9UHW6,P56524
A9UHW6,O14964
A9UHW6,P01106
A9UHW6-2,P29972
A9UHW6-2,O14964
B1AHC3,P62993
B2R8Y4,P12814
B2RUY7,Q92570
B2RUZ4,Q15125
B2RUZ4,Q9NY72
B2RUZ4,P21964
B2RUZ4,P54219
B2RWP4,P49760
B2RXF5,P51451
B2RXF5,P28482
B3CRR2,Q04206
B3CTB0,Q04206
B3EWG5,P06703
B3EWG5,P15814
B3EWG5,P30405
B3EWG5,P31025
B3KWQ7,Q13554
B4URF7,P12004
B4URF7,P15104
B7U540,P63252
B7UI21,Q13546
B7UM99,P07355
B7UM99,P29350
B7Z3E8,P42858
B7Z3E8,P22607
B7Z3E8,Q14957
B7ZLH0,P62993
B7ZLH0,O14964
B7ZVW5,P06396
B8Q183,Q14145
C3PTT6,O60603
C6GKH1,Q02156
C6GKH1,Q05655
C9J082,P03952
C9J082,P06858
C9J082,P01019
C9J7I0,P07101
C9JCN9,P13196
C9JKN6,P48051
C9JKN6,Q8N9I0
D0VY79,Q9H6Z9
D2KHQ9,P63027
D3DTF8,P22607
D3DTF8,P06396
D3DTF8,P28329
D3DTS7,P02795
D3DTS7,Q07869
D3DTS7,Q03405
D3DTS7,P04637
D3DTS7,Q969S8
D3DTS7,P05067
D3DTS7,Q96SW2
D3DTS7,P18545
D3DTS7,P00167
D3DU92,P49760
D3DU92,P78362
D3DX41,Q14957
D3DX41,P22607
D3DX41,P06396
E9PQX1,P09693
F1D8P7,P01303
F1D8P7,P28702
F1D8P7,P48443
F1D8P7,P06396
F1D8P7,P22607
F2Z2M7,P00441
F5H3M2,P02538
F5HB81,P05106
G2XKQ0,P62508
G2XKQ0,P61024
G3V1X1,P42858
G3V2R1,P42858
G5E9A7,P48443
G5E9A7,P40306
G5E9A7,Q13133
G5E9A7,Q9NRP7
G5E9A7,P34741
G5E9A7,P38936
G5E9A7,P29218
G5E9A7,Q07869
G5E9A7,O00459
G5E9W6,O95954
I0DF37,Q9UHD2
I3L0A0,P34981
I3L0A0,P34972
I6L957,P51692
I6L996,Q92569
I6L996,P06239
I6L996,P07947
I6L9F6,P42858
I6L9F6,P05412
I6L9F6,O14964
I6L9F6,P05067
I6L9F6,P07437
I6L9I8,P07339
I6W9F2,Q9UHD2
K0BRG7,P27487
K7Y1A2,Q14164
K7Y1A2,Q9UHD2
K9N5Q8,P27487
K9N5Q8,P09958
M0R160,O14964
O00148,P42858
O00154,Q13554
O00154-4,Q13554
O00165,P01583
O00165,P03372
O00165,P42858
O00167-2,O14964
O00170,P00533
O00180,Q9Y282
O00180,Q96BA8
O00180,O14735
O00180,P63165
O00180,Q9NUH8
O00180,Q8IV31
O00180,Q13520
O00180,P27105
O00187,P0C0L5
O00198,Q07021
O00198,Q07817
O00203,P37840
O00203,P42858
O00204,Q6IMI6
O00204,Q9P2G9-2
O00204,O00204
O00204,P50225
O00204,O43704
O00204,O76094
O00204,Q04864-2
O00204,O43900
O00204,O00204
O00204,P14621
O00204,Q96D03
O00204,Q96Q35-2
O00204,Q96Q35
O00206,Q99836
O00206,Q9Y6Y9
O00206,Q9NPH5
O00206,O15389
O00206,P09429
O00206,O43699-3
O00206,Q9Y6Y9
O00206,Q86XR7
O00206,O00206
O00206,P09429
O00206,O00206
O00206,P58753
O00206,Q9Y2C9
O00206,P24821
O00206,O00206-1
O00206,Q9Y336
O00206-1,O00206
O00206-1,Q9Y6Y9
O00213,Q07954
O00213,P04626
O00213,P00533
O00213,P05067
O00213-2,Q99720
O00213-2,P05067
O00233,P03952
O00233,P06858
O00233,P08887
O00238,P12643
O00238,O00238
O00238,O00238
O00244,O00244
O00244,P35670
O00244,O43822
O00244,P49747
O00244,Q9NWS6
O00244,O95749
O00244,O95749
O00244,O00244
O00255,P19838
O00255,O14757
O00255-2,Q00653
O00255-2,P19838
O00255-2,Q04206
O00257,Q16665
O00257-3,P68400
O00257-3,P22607
O00257-3,P06396
O00257-3,P28329
O00258,Q9BUP3
O00258,P02786
O00258,P49069
O00258,P02652
