O00258,P21964
O00258,P29972
O00264,Q9NQZ8
O00264,P16435
O00264,P22830
O00264,O15173
O00264,Q9UJ90
O00264,Q8N6L0
O00264,Q8NBJ4
O00264,O43681
O00264,P22830
O00264,Q8NES8
O00264,O76071
O00264,Q9H6E4
O00264,P49069
O00264,Q13323
O00264,O00264
O00264,P49069
O00264,O00264
O00264,P34910-2
O00264,Q96EQ0
O00291,P02458
O00291,Q9UI32
O00291,Q6N063
O00291,Q9UKG9
O00291,P42858
O00291,Q14032
O00299,Q6FHY5
O00299,Q5HYW2
O00299,O15116
O00299,O00299
O00299,O00299
O00299,O75832
O00300,P42858
O00300,O14788
O00303,O14964
O00303,Q16512
O00303,P08123
O00303,P99999
O00305,P56545-3
O00305,Q5JST6
O00305,O00305-2
O00305,Q68D86
O00305,P21579
O00305-2,O00305
O00308,P07339
O00308,P42858
O00308,P37840
O00308,P07686
O00311,P42858
O00329,O00329-2
O00329,P27986-2
O00329,P27986
O00329,Q92569
O00329,P01112
O00329,Q92569
O00329,P27986
O00329-2,O00329
O00339,O00555
O00401,Q99828
O00401,P62993
O00401,Q13882
O00410-3,P42858
O00422,Q13547
O00423,P31948
O00429,P03372
O00429,Q5S007
O00429-3,Q5S007
O00444,Q9Y297
O00444,Q9H4L5
O00444,O94986
O00444,O15060
O00444,Q9H8V3
O00444,P07237
O00444,Q9NX04
O00444,O95995
O00444,Q14241
O00444,P36575
O00444,P59910
O00444,Q8TEP8-3
O00444,P31947
O00444,Q96R06
O00444,Q15468
O00444,Q8TEP8
O00444,Q96A09
O00444,Q9UBB9
O00444,O94986-3
O00444,Q9BYV2
O00444,P07237
O00459,P21860
O00459,P03496
O00459,P36406
O00459,Q13480
O00459,P35900
O00459,P21860
O00459,P00533
O00459,Q8WWB3
O00459,P22681
O00459,P10275
O00459,O00459
O00459,O00459
O00459,P08581
O00459,P42858
O00459,P04626
O00459,G5E9A7
O00459,Q08379
O00459,P00533
O00459,P10275
O00459,P42338
O00459,O76015
O00459,P08581
O00459,P19012
O00459,P10721
O00459,Q96HT8
O00459,P42338
O00459,Q9UKT9
O00459,P42858
O00459,P62993
O00459,P10721
O00459,P04626
O00459,Q7Z699
O00459,Q6NUQ1
O00459,P62993
O00463,Q07955
O00463,O14832
O00470,P16220
O00471,P23560
O00471,O14964
O00471,P04406
O00471,Q13882
O00471,P02671
O00471,P37840
O00471,P42858
O00472,P28329
O00472,P22607
O00472,P07550
O00472,P37840
O00472,Q14957
O00472,P06396
O00481,P04155
O00482-1,Q15596
O00487,P42858
O00499-1,P10636
O00499-10,P01106
O00499-11,P01106
O00501,P29972
O00501,P02787
O00505,P02792
O00505,Q92731
O00505,P45984
O00505,P42858
O00519,O00519
O00519,O00519
O00526,P12318
O00526,O14788
O00526,P07307
O00526,P12314
O00541,P42858
O00555,O00555
O00555,Q8N2S1
O00555,Q8IZP0
O00555,O00339
O00555,O95153
O00555,O75953
O00555,O94910
O00555,Q8IXT5
O00555,Q7Z5H3
O00555,O75095
O00555,P15822
O00555,P67870
O00555,Q9BVA1
O00555,Q9UHX1
O00555,Q7Z7M0
O00555,P28799
O00555,P22695
O00555,Q86SJ2
O00555,O00555
O00560,Q01344
O00560,P45984
O00560,Q9ULU8
O00560,P02792
O00560,P00492
O00560,Q03393
O00560,P12931
O00560,P37840
O00560,P49760
O00560,P63252
O00560,P07195
O00560,P04271
O00560,O95259
O00560,P42858
O00560,Q9GZU7
O00560,P02533
O00560,P49585
O00560,P62312
O00560,P49761
O00571,Q14164
O00585,P02776
O00585,P02778
O00585,P48061
O00590,P11836
O00629,P04585
O00635,P11142
O00716,P06400
O00744,P05067
O00746,P37840
O00746,P01019
O00746,P06858
O00746,P15531
O00746,P42858
O00746,P20618
O00746,P03952
O00746,Q99828
O00750,P00533
O00750,P00533
O00750,P04626
O00750,P04626
O00750,P62993
O00750,P16333
O00750,P62993
O00750,P14373
O00750,P63104
O00755,P06396
O00755,P22607
O00762,Q13164
O00763,P50747
O00763,Q9CQ20
O00767,P20138
O00767,Q9NY72
O00767,P48051
O00767,Q8NI22
O01949,P02461
O02696,P48736
O08734,O75460
O08785,Q92753
O14490,P78352
O14490,P62993
O14492-2,P49761
O14492-2,P49759
O14493,Q8N9I0
O14494,P17612
O14494,P29466
O14494,P05067
O14494,Q9UQM7
O14497-1,P11388
O14503,P10606
O14503,P18545
O14503,P19793
O14503,Q13131
O14503,P04637
O14508,O75716
O14508,P10721
O14508,P07947
O14508,P19235
O14512,P07947
O14512,P62993
O14519,P22607
O14522,P62993
O14523,P54219
O14523,P26951
O14523,Q15125
O14523,Q9NYP7
O14523,P35372
O14524-2,P01031
O14525-2,Q14145
O14526,Q13882
O14531,P37173
O14531,P17612
O14543,P42681
O14543,P07947
O14543,P10721
O14543,P51451
O14544,O75460
O14544,P06396
O14544,P10721
O14544,P10275
O14544,P08581
O14544,P22607
O14544,P42681
O14545,P42858
O14556,Q96E35
O14559,P06241
O14569,P54219
O14569,P27815
O14576-2,P04271
O14576-2,P43405
O14576-2,P00491
O14576-2,P05067
O14576-5,P05067
O14595,P10275
O14602,P42858
O14613,P10606
O14618,O14618
O14618,Q9NWV4
O14618,O14618
O14618,P00441
O14618,P00441
O14625,P27487
O14625,P02776
O14625,P48061
O14627,P61024
O14627,Q13131
O14633,Q92570
O14633,P01137
O14640-2,Q5S007
O14641,P28329
O14641,P57078
O14641,P04637
O14641,P22607
O14641,Q5S007
O14645,P54687
O14645,P02795
O14645,Q14457
O14645,P13196
O14645,P42858
O14645,Q9ULW8
O14645,P05067
O14645,P06241
O14653,Q15125
O14653,Q9GZR5
O14653,Q9NYP7
O14653,Q7Z5B4
O14654,P00533
O14654,Q15185
O14656,P05067
O14656-2,P27986
O14656-2,P05067
O14656-2,Q99497
O14662-5,P42858
O14662-5,P05067
O14672,P05067
O14672,P62993
O14672,P06241
O14672,P00519
O14672,P12931
O14672,P07947
O14672,P06239
O14686,P10275
O14686,P03372
O14713,P00441
O14713,P37840
O14727,P99999
O14727,P55211
O14730,Q9UHD2
O14730,Q92851-7
O14730,Q92851
O14730,Q9UHD2
O14730,Q14653
O14730,Q9BYX4
O14732,O14732
O14732,P29218-3
O14732,P29218
O14732,O14732
O14732,P29218
O14732,Q8N4M1-3
O14733,Q5S007
O14733,P45983
O14733-2,P45983
O14735,P12318
O14735,P00387
O14735,O00180
O14735,Q15125
O14744,P62993
O14744,P01100
O14744,P01019
O14744,P03952
O14744,Q08289
O14744,O15197
O14744,P06858
O14744,Q9BRS2
O14744,Q9Y6K1
O14744,P21964
O14745,P07550
O14745,P13569
O14745,P09619
O14746,P29590
O14757,O00255
O14757,P08238
O14757,O14757
O14757,Q9HCE7-2
O14757,P38398
O14757,P06400
O14757,P06400
O14757,P30307
O14757,Q9UNS1
O14757,Q9HAW4
O14757,O14757
O14757,Q06609
O14757,Q9UJM3
O14764,Q9UMX0-2
O14764,Q9UMX0
O14764,Q99750
O14764,Q7Z3S9
O14770-4,Q16568
O14770-4,Q13882
O14770-4,P18825
O14776,P42858
O14777,O14964
O14777,P33981
O14786,P15692
O14786,P35968
O14786,P21333
O14786,P08648
O14786,P35968
O14786,P15692
O14786,O14786-2
O14786,P15692-4
O14786-2,O14786
O14786-2,P15692
O14787,Q13557
O14787,P15531
O14787-2,Q13555
O14787-2,Q13554
O14788,O00300
O14788,Q6UX06
O14788,O14788
O14788,PRO_0000034515
O14788,P98066
O14788,O14788
O14788,O00526
O14791,Q9UJX2
O14791,Q8IXL6
O14793,P09958
O14796,P51451
O14796,P12931
O14796,P01100
O14796,P10721
O14796,P10275
O14796,P08581
O14798,P48051
O14798,P00387
O14810,P60880
O14817,Q92570
O14818,P42858
O14832,O00463
O14832,Q9ULX5
O14832,O75925
O14832,Q6GQQ9-2
O14832,Q9UDY8-2
O14832,P43364
O14832,Q6PCB6
O14832,Q8IZU0
O14832,P29323-3
O14832,Q3B7T1
O14832,Q8IUI8
O14832,Q9UNS2
O14832,Q9UJX2
O14832,Q8N865
O14832,Q96FT7-4
O14832,Q9UPM6
O14832,A5PKX9
O14832,Q9Y2M5
O14832,Q86UV6-2
O14832,P29323
O14836,Q9Y275
O14841,O14841
O14841,O14841
O14841,Q9H3S4
O14841,P78424
O14843,P21964
O14843,Q16873
O14863,P01375
O14880,P29972
O14880,Q99519
O14880,P43003
O14880,Q06432
O14880,P02786
O14880,P05090
O14880,Q9NY72
O14893,P20618
O14901,P06241
O14901,Q96SW2
O14901,P54687
O14901,P05067
O14901,Q14457
O14901,P02795
O14901,P42858
O14901,Q9NRP7
O14901,P51812
O14901,P13073
O14901,Q9ULW8
O14901,P27338
O14901,P24310
O14901,Q9HBH9
O14901,P06276
O14908-2,Q15759
O14908-2,P48443
O14910,O14936
O14920,P04637
O14920,Q8WXH2
O14920,O14965
O14920,Q04206
O14920,P25963
O14920,O14920-3
O14920,Q9UKE5
O14920,O15111
O14920,Q99558
O14920,Q9UGK3
O14920,P67775
O14920,P19838
O14920,Q14145
O14920,Q9Y6Q9
O14920,Q9UKE5
O14920,P25963
O14920,Q9Y6K9
O14920,P19838
O14920,P67775
O14920,Q92793
O14920,Q04206
O14920,Q14145
O14920,P23396
O14920,O15111
O14920,P24772
O14920,P03409
O14920,Q5D1E7
O14920,P08238
O14920,P04637
O14920,O14965
O14920,P03230
O14920,Q92574
O14920,Q16543
O14920-3,O14920
O14925,Q9NY72
O14925,Q15125
O14926,P17252
O14936,P34741
O14936,P34741
O14936,P41134
O14936,Q9Y2J0
O14936,Q9H788
O14936,Q12929
O14936,Q8WXD9
O14936,Q13425
O14936,Q9HB63
O14936,Q9HAP6
O14936,Q63373
O14936,Q9H1P6
O14936,O14936-2
O14936,O14936-4
O14936,O14936
O14936,O14936
O14936,Q9UH92-3
O14936,O14910
O14936-2,O14936
O14936-4,O14936
O14939,P23528
O14939,P62993
O14939,P05067
O14939,P15153
O14939,P13051-2
O14939,P05067
O14939,P23528
O14939,P62993
O14944,P00533
O14958,O14958
O14958,O14958
O14964,I6L9F6
O14964,O96000
O14964,A5LHX3
O14964,P28070
O14964,A1E959
O14964,Q7Z3B4
O14964,Q7Z4N8
O14964,Q8N1B4
O14964,Q2NKJ9
O14964,Q02548
O14964,Q13287
O14964,P37198
O14964,P26367
O14964,Q9UBV8
O14964,Q96KN3
O14964,O43482
O14964,O15496
O14964,A5D8V6
O14964,Q9HDD0
O14964,P51178
O14964,Q96CS7
O14964,Q7Z3K3
O14964,Q16633
O14964,Q13952-2
O14964,P78424
O14964,Q7Z5V6-2
O14964,P35240
O14964,Q9Y5P8
O14964,P85299-2
O14964,P35240-4
O14964,O76015
O14964,Q9H9H4
O14964,O75478-2
O14964,Q6IA69
O14964,Q5T124-6
O14964,O60806
O14964,Q8N4U5
O14964,Q8IYU4
O14964,Q969V4
O14964,Q96M29
O14964,Q92734
O14964,Q9Y5J6
O14964,Q08117-2
O14964,Q12888
O14964,Q13077
O14964,Q9BUZ4
O14964,O95954
O14964,Q9UDY6-2
O14964,Q9Y577
O14964,Q9UHD9
O14964,P36406
O14964,Q7KZS0
O14964,P14373
O14964,Q9BYV2
O14964,Q86WT6-2
O14964,Q86UV6-2
O14964,Q8N7C3
O14964,Q99816
O14964,Q99816-1
O14964,O75478
O14964,Q9H2L5
O14964,P63165
O14964,Q9UBV8
O14964,P35250-2
O14964,Q8HWS3
O14964,P78317
O14964,Q96P16-3
O14964,Q2I0M5
O14964,Q01196-8
O14964,A8MV65-2
O14964,Q5SSQ6-2
O14964,P09683
O14964,P20132
O14964,Q9UGK8
O14964,Q9UJW9
O14964,Q12824-2
O14964,Q8NCR6
O14964,Q9UNH6
O14964,O60504
O14964,Q7Z6I5
O14964,Q9HBM1
O14964,Q8WWL2-2
O14964,O75177-5
O14964,Q70EL1-9
O14964,P02538
O14964,Q92783
O14964,Q92783-1
O14964,Q92783-2
O14964,Q86UX6
O14964,Q9NZ72
O14964,O75558
O14964,Q8N6Y0
O14964,Q5T6F2
O14964,O14777
O14964,O00471
O14964,Q15528-2
O14964,Q9UPT5
O14964,O00167-2
O14964,Q6J272
O14964,P12035
O14964,P18825
O14964,Q6NRD3
O14964,Q7Z3Y8
O14964,Q7Z3Y9
O14964,Q7Z3Z0
O14964,Q6PEX3
O14964,Q92567-2
O14964,Q8IUC3
O14964,Q8N0U4
O14964,B7ZLH0
O14964,Q13503
O14964,Q14847-2
O14964,Q2M2I5
O14964,P08727
O14964,P03410
O14964,P13646
O14964,A0A0S2Z4A7
O14964,Q3LI72
O14964,O43790
O14964,Q76N32-2
O14964,Q96MW5
O14964,O43186
O14964,P33240
O14964,Q9H0L4
O14964,Q9P2B4
O14964,Q9NSB4
O14964,Q6BCY4-2
O14964,Q9NPJ6
O14964,Q7TLC7
O14964,Q15038
O14964,Q14525
O14964,Q9H410
O14964,Q86UW9
O14964,Q8WWB3
O14964,Q96HR3
O14964,Q5JST6
O14964,Q9UHF1
O14964,Q71SY5
O14964,O00303
O14964,Q15323
O14964,Q86VI1
O14964,O95751
O14964,Q8NDC0
O14964,P35555
O14964,Q96LI6
O14964,Q8NDH6-2
O14964,P05015
O14964,P19012
O14964,Q96LB3-2
O14964,Q8WYH8
O14964,O14964-2
O14964,P35240-1
O14964,Q96HW7
O14964,Q96HW7-2
O14964,P61968
O14964,Q8TEX9
O14964,O15481
O14964,Q96AA8
O14964,Q9BV99
O14964,P0C870
O14964,Q2KHM9
O14964,Q96LR2
O14964,Q8IV33
O14964,O43474
O14964,P02533
O14964,Q9ULV5-2
O14964,P52272
O14964,Q96CS2
O14964,P54257
O14964,Q99732
O14964,O94868-3
O14964,P02533
O14964,Q5HY92
O14964,P14079
O14964,Q9BVV2
O14964,P05783
O14964,Q9NU39
O14964,P0CG53
O14964,Q12951-2
O14964,O43513
O14964,P62990
O14964,Q9Y5V3
O14964,O95954
O14964,O43716
O14964,Q08379
O14964,A6NEM1
O14964,Q2TAP0
O14964,P08779
O14964,O95843
O14964,P25800
O14964,O14964-1
O14964,A1L4K1
O14964,Q96MT8-3
O14964,P08779
O14964,Q53EZ4
O14964,Q99687-3
O14964,Q6A162
O14964,P78537
O14964,Q6AI39
O14964,M0R160
O14964,Q13515
O14964,Q8N6F8
O14964,O75934
O14964,Q96PG8
O14964,Q9NYB9
O14964,A0A1U9X8X8
O14964,Q86V38
O14964,P02538
O14964,O95678
O14964,Q8WXK4-2
O14964,Q9H6L4
O14964,Q13064
O14964,Q8WXI4-2
O14964,Q01546
O14964,Q08043
O14964,O14964
O14964,O14964
O14964,P18825
O14964,Q6A163
O14964,Q9ULX6
O14964,Q3KP44
O14964,Q9BQD7
O14964,O76013-2
O14964,A9UHW6-2
O14964,P53365
O14964,Q92764
O14964,Q8IYX8-2
O14964,Q96GS4
O14964,A9UHW6
O14964,Q01850
O14964,Q96M63
O14964,Q6IA69
O14964,Q96LM9
O14964,O76011
O14964,Q3SXR2
O14964,A0A1B0GWI1
O14964,O76014
O14964,P40199
O14964,Q96HT8
O14964,Q8IW40
O14964,Q6P1W5
O14964,P30281
O14964,Q9H5F2
O14964-1,O14964
O14964-2,O14964
O14965,Q9NQS7
O14965,P04198
O14965,Q96R06
O14965,O15392
O14965,Q9ULW0
O14965,O15392
O14965,O14920
O14965,Q8VDQ8
O14965,Q9NWT8
O14965,P06748
O14965,O15350
O14965,P00533
O14965,P53350
O14965,P23468
O14965,P61978
O14965,O14920
O14965,Q13123
O14965,Q9NQS7-1
O14965,P53350
O14965,P00533
O14965,O15350
O14966,Q5S007
O14974,P01100
O14974,O43293
O14976,P11142
O14976,Q9NQ11
O14976,P11142
O14976,Q5S007
O14976,Q5S007
O14978,P49761
O14978,P49760
O14980,P04637
O14980,O15392
O14980,P04626
O14980,P35232
O14980,P04626
O14980,O14980
O14980,O15392
O14980,Q08211
O14980,O14980
O14980,P63104
O14980,P04618
O14980,P04637
O14980,P61925
O14980,O95149
O15027,Q5S007
O15031,P08581
O15031,Q04912
O15037,O60568
O15054,P03372
O15055,P29590
O15056,P62993
O15060,P29972
O15060,O00444
O15069,P42858
O15075,Q9UJX2
O15075,O15075-2
O15075-2,O15075
O15105,P36896
O15105,P62942
O15111,P71451
O15111,O14920
O15111,P19838
O15111,P24772
O15111,Q77M19
O15111,P01106
O15111,Q8B5B5
O15111,Q04206
O15111,P07900
O15111,P25963
O15111,P32121
O15111,Q16543
O15111,P46527
O15111,Q13451
O15111,Q04206
O15111,P07900
O15111,Q9Y6K9
O15111,Q92985
O15111,Q99558
O15111,Q5TCX8
O15111,P01106
O15111,P19838
O15111,P25963
O15111,O14920
O15111,Q80901
O15111,Q86VP1
O15111,Q15796
O15111,Q6TY35
O15111,Q6TY28
O15111,P03129
O15111,Q07857
O15116,P21964
O15116,P62312
O15116,O00299
O15116,P28062
O15116,P28074
O15117,P06241
O15119,P35219
O15123,Q02763
O15123-1,Q02763
O15126,P49585
O15126,Q05329
O15130-2,P07339
O15130-2,P42858
O15145,O95835
O15146,O15146
O15146,O15146
O15151,P04637
O15151,P29034
O15151,P04271
O15151,P10415
O15151,Q00987
O15151,P48729
O15151,P06400
O15155,P07307
O15155,P48051
O15155,Q9GZR5
O15155,P29274
O15156,Q96C24
O15156,P62993
O15160,P31943
O15160,P15531
O15162,O75716
O15162,P05067
O15162,Q92731
O15164,P03372
O15164,P04637
O15169,P49841
O15169,P23258
O15169,P04637
O15169,P14923
O15169,P01106
O15169,P49840
O15173,P02787
O15173,P01031
O15173,O00264
O15195-2,P10636
O15197,Q7Z3S9
O15197,Q96M29
O15197,Q8WXK4-2
O15197,Q96D03
O15197,Q9UKT9
